province,year,profession,age 30–59 years (%),age 60+ years (%),age <30 years (%),count,female (%),per_100k
NS,2021,Respiratory therapists,75.2,9.5,15.3,326,74.8,32.6
NS,2021,Social workers,73.1,13.1,13.9,2628,84.9,262.8
NS,2021,Specialists,73,26.9,0.1,1362,37.4,136.2
NS,2021,Speech–language pathologists,79.8,6.1,14.1,312,,31.2
NS,2022,Audiologists,81.7,8.7,9.6,115,,11.2
NS,2022,Dental assistants,,,,870,99.9,84.8
NS,2022,Dental hygienists,70.8,5,24.2,814,97.9,79.4
NS,2022,Denturists,,,,28,,2.7
NS,2022,Dietitians,79,11.3,9.7,601,98.3,58.6
NS,2022,Environmental public health professionals,,,,,,
NS,2022,Family medicine,64.5,27.6,7.9,1346,48.6,131.3
NS,2022,Genetic counsellors,,,,,,
NS,2022,Licensed practical nurses,72.9,11.8,15.3,4678,94.7,456.2
NS,2022,Medical laboratory technologists,,,,797,83.4,77.7
NS,2022,Medical radiation technologists,74.6,6.1,19.3,608,76.6,59.3
NS,2022,Nurse practitioners,88,10.6,1.5,274,90.5,26.7
NS,2022,Occupational therapists,78.8,2.6,18.6,699,90.2,68.2
NS,2022,Opticians,71.7,17.9,10.4,210,70.2,20.5
NS,2022,Optometrists,70.8,14.9,14.3,162,63,15.8
NS,2022,Paramedics,74.2,2.9,22.9,1231,40.3,120
NS,2022,Pharmacists,77.2,9,13.9,1418,73.1,138.3
NS,2022,Pharmacy technicians,,,,248,,24.2
NS,2022,Physicians,69.3,26.7,4,2758,43.6,269
NS,2022,Physiotherapists,77.9,7.5,14.6,842,72,82.1
NS,2022,Psychologists,77.9,17.9,4.2,701,80.6,68.4
NS,2022,Registered nurses,67.3,14.4,18.3,10334,92.4,1007.8
NS,2022,Regulated nurses,69.4,13.5,17.1,15286,93.1,1490.7
NS,2022,Respiratory therapists,74.9,8.1,17.1,349,74.2,34
NS,2022,Specialists,73.9,25.8,0.3,1412,38.8,137.7
NS,2022,Speech–language pathologists,82,6.2,11.8,322,,31.4
NS,2023,Audiologists,78.6,9.8,11.6,112,,10.6
NS,2023,Dental assistants,,,,874,99.9,82.6
NS,2023,Dental hygienists,71.1,6.8,22.1,836,97.7,79
NS,2023,Dentists,75.9,18.1,6,569,45.7,53.7
NS,2023,Denturists,,,,29,,2.7
NS,2023,Dietitians,78.1,10.1,11.8,603,98.2,57
NS,2023,Environmental public health professionals,,,,,,
NS,2023,Family medicine,66.2,26,7.8,1279,50.4,120.8
NS,2023,Genetic counsellors,,,,,,
NS,2023,Health information management professionals,74.6,13.6,11.7,,90.6,
NS,2023,Licensed practical nurses,73.3,12.1,14.6,4645,94.6,438.7
NS,2023,Medical physicists,66.7,33.3,0,,26.7,
NS,2023,Medical radiation technologists,74.4,7.1,18.6,628,76.6,59.3
NS,2023,Midwives,89.3,7.1,3.6,28,100,2.6
NS,2023,Nurse practitioners,87.9,10.9,1.2,330,91.8,31.2
NS,2023,Occupational therapists,79.1,2.9,17.9,719,90.8,67.9
NS,2023,Opticians,71.2,19.4,9.4,209,69.5,19.7
NS,2023,Optometrists,73.9,15.3,10.8,157,63.7,14.8
NS,2023,Paramedics,71.6,2.7,25.7,1223,41.2,115.5
NS,2023,Pharmacists,77.1,8.8,14.1,1481,72.8,139.9
NS,2023,Pharmacy technicians,,,,278,,26.3
NS,2023,Physician assistants,,,,,25.7,
NS,2023,Physicians,71.4,24.9,3.7,2759,44.5,260.6
NS,2023,Physiotherapists,78.1,7.4,14.5,904,71.4,85.4
NS,2023,Psychologists,79.5,17.7,2.8,731,80.7,69
NS,2023,Registered nurses,68.3,13.9,17.8,10633,91.6,1004.4
NS,2023,Regulated nurses,70.2,13.3,16.5,15608,92.5,1474.3
NS,2023,Respiratory therapists,72.8,11.3,15.9,345,74.5,32.6
NS,2023,Specialists,75.7,24.1,0.2,1480,39.3,139.8
NS,2023,Speech–language pathologists,79.2,5.8,15.1,312,,29.5
NT,2019,Audiologists,66.7,0,33.3,,100,
NT,2019,Dental hygienists,,,,28,89.3,63
NT,2019,Dentists,,,,58,,130.5
NT,2019,Denturists,,,,1,,2.3
NT,2019,Dietitians,,,,,84.6,
NT,2019,Environmental public health professionals,,,,9,,20.3
NT,2019,Family medicine,70.3,21.6,8.1,37,70.3,83.3
NT,2019,Health information management professionals,83.3,16.7,0,18,88.9,40.5
NT,2019,Licensed practical nurses,73,17.4,9.6,115,82.6,258.8
NT,2019,Medical laboratory technologists,91.3,4.3,4.3,,80.6,
NT,2019,Medical radiation technologists,83.3,8.3,8.3,12,66.7,27
NT,2019,Midwives,,,,10,,22.5
NT,2019,Nurse practitioners,68.1,31.9,0,,87.2,
NT,2019,Occupational therapists,78.9,10.5,10.5,19,94.7,
NT,2019,Optometrists,0,0,0,0,0,0
NT,2019,Pharmacists,74.3,22.9,2.9,44,51.4,99
NT,2019,Physician assistants,0,0,0,,0,
NT,2019,Physicians,68.2,25,6.8,44,61.4,99
NT,2019,Psychologists,,,,63,,141.8
NT,2019,Registered nurses,78.3,19.2,2.4,,88.3,
NT,2019,Respiratory therapists,,,,,,
NT,2019,Social workers,,,,142,,319.5
NT,2019,Specialists,57.1,42.9,0,7,14.3,15.8
NT,2019,Speech–language pathologists,81.3,6.3,12.5,,100,
NT,2020,Audiologists,100,0,0,,100,
NT,2020,Denturists,,,,1,,2.2
NT,2020,Environmental public health professionals,,,,8,,18
NT,2020,Family medicine,75,20,5,40,65,89.9
NT,2020,Health information management professionals,,,,23,,51.7
NT,2020,Licensed practical nurses,72.4,17.2,10.3,145,83.4,325.8
NT,2020,Medical laboratory technologists,85.7,14.3,0,,79.2,
NT,2020,Medical radiation technologists,84.6,7.7,7.7,13,30.8,29.2
NT,2020,Nurse practitioners,68.4,31.6,0,,86.1,
NT,2020,Occupational therapists,70.8,8.3,20.8,26,92.3,
NT,2020,Pharmacists,,,,44,,98.9
NT,2020,Physicians,73.1,21.2,5.8,52,59.6,116.8
NT,2020,Registered nurses,74,14.2,11.8,,86.1,
NT,2020,Respiratory therapists,,,,,,
NT,2020,Specialists,66.7,25,8.3,12,41.7,27
NT,2020,Speech–language pathologists,86.7,6.7,6.7,,100,
NT,2021,Audiologists,100,0,0,,100,
NT,2021,Dental hygienists,75,14.3,10.7,29,86.2,65.1
NT,2021,Dentists,,,,59,,132.3
NT,2021,Denturists,,,,1,,2.2
NT,2021,Environmental public health professionals,,,,,,
NT,2021,Family medicine,78.6,19,2.4,42,69,94.2
NT,2021,Health information management professionals,65,20,15,,80,
NT,2021,Licensed practical nurses,,,,194,,435.2
NT,2021,Medical laboratory technologists,72.7,22.7,4.5,,75,
NT,2021,Medical radiation technologists,71.4,7.1,21.4,,72.7,
NT,2021,Midwives,71.4,28.6,0,14,100,31.4
NT,2021,Nurse practitioners,74.5,25.5,0,,87.2,
NT,2021,Occupational therapists,72.7,4.5,22.7,22,90.9,
NT,2021,Optometrists,0,0,0,0,0,0
NT,2021,Pharmacists,,,,48,,107.7
NT,2021,Physician assistants,0,0,0,,0,
NT,2021,Physicians,77.4,20.8,1.9,53,62.3,118.9
NT,2021,Psychologists,67.8,31,1.1,88,68.2,197.4
NT,2021,Registered nurses,75,13.3,11.7,,85.9,
NT,2021,Respiratory therapists,,,,,,
NT,2021,Social workers,75.7,12.5,11.8,155,87.7,347.7
NT,2021,Specialists,72.7,27.3,0,11,36.4,24.7
NT,2021,Speech–language pathologists,75,8.3,16.7,,100,
NT,2022,Audiologists,100,0,0,,100,
NT,2022,Dental hygienists,64.1,15.4,20.5,39,89.7,87.3
NT,2022,Dentists,71.7,15.1,13.2,53,34,118.6
NT,2022,Denturists,,,,1,,2.2
NT,2022,Environmental public health professionals,,,,,,
NT,2022,Family medicine,77.8,22.2,0,45,68.9,100.7
NT,2022,Genetic counsellors,0,0,0,0,0,0
NT,2022,Licensed practical nurses,79.9,10.1,10.1,189,83.1,423
NT,2022,Medical laboratory technologists,70.4,18.5,11.1,,76.9,
NT,2022,Medical radiation technologists,53.8,15.4,30.8,,70,
NT,2022,Midwives,87.5,12.5,0,16,100,35.8
NT,2022,Nurse practitioners,77.3,21.8,0.9,,87.3,
NT,2022,Occupational therapists,65,5,30,,90,
NT,2022,Pharmacists,,,,52,,116.4
NT,2022,Physicians,75.4,24.6,0,57,63.2,127.6
NT,2022,Psychologists,72.7,27.3,0,88,64.8,196.9
NT,2022,Registered nurses,73.4,14.3,12.3,,86.6,
NT,2022,Respiratory therapists,,,,,,
NT,2022,Social workers,76.3,12.5,11.2,152,86.8,340.2
NT,2022,Specialists,66.7,33.3,0,12,41.7,26.9
NT,2022,Speech–language pathologists,75,8.3,16.7,,100,
NT,2023,Audiologists,100,0,0,,100,
NT,2023,Dental hygienists,59,20.5,20.5,39,87.2,86.7
NT,2023,Dentists,78,16,6,50,38,111.2
NT,2023,Denturists,,,,1,,2.2
NT,2023,Environmental public health professionals,,,,,,
NT,2023,Family medicine,71.7,26.1,2.2,46,69.6,102.3
NT,2023,Genetic counsellors,0,0,0,0,0,0
NT,2023,Health information management professionals,60,5,35,,75,
NT,2023,Licensed practical nurses,81.3,10.2,8.4,166,84.3,369.1
NT,2023,Medical laboratory technologists,77.8,14.8,7.4,,72,
NT,2023,Medical radiation technologists,70,0,30,,55.6,
NT,2023,Midwives,81.3,18.8,0,16,100,35.6
NT,2023,Nurse practitioners,80.7,18.5,0.8,,83.2,
NT,2023,Occupational therapists,73.7,5.3,21.1,,89.5,
NT,2023,Pharmacists,,,,48,,106.7
NT,2023,Physician assistants,0,0,0,,0,
NT,2023,Physicians,71.2,27.1,1.7,59,64.4,131.2
NT,2023,Psychologists,66.7,29.4,3.9,102,70.6,226.8
NT,2023,Registered nurses,74.3,14.5,11.2,,86.3,
NT,2023,Respiratory therapists,,,,,,
NT,2023,Social workers,76.4,15.2,8.5,165,84.2,366.9
NT,2023,Specialists,69.2,30.8,0,13,46.2,28.9
NT,2023,Speech–language pathologists,75,0,25,,100,
NU,2019,Audiologists,100,0,0,,100,
NU,2019,Dental hygienists,,,,25,,64.4
NU,2019,Dentists,,,,96,,247.2
NU,2019,Denturists,,,,0,,0
NU,2019,Dietitians,,,,,100,
NU,2019,Environmental public health professionals,,,,2,,5.1
NU,2019,Family medicine,76.5,17.6,5.9,17,35.3,43.8
NU,2019,Health information management professionals,100,0,0,2,100,5.1
NU,2019,Licensed practical nurses,,,,146,,375.9
NU,2019,Medical laboratory technologists,83.3,8.3,8.3,,58.3,
NU,2019,Medical radiation technologists,75,12.5,12.5,8,62.5,20.6
NU,2019,Midwives,,,,41,,105.6
NU,2019,Nurse practitioners,68.1,31.9,0,,87.2,
NU,2019,Occupational therapists,66.7,16.7,16.7,6,66.7,
NU,2019,Pharmacists,,,,44,51.2,113.3
NU,2019,Physician assistants,,,,1,,2.6
NU,2019,Physicians,76.2,19,4.8,21,42.9,54.1
NU,2019,Psychologists,,,,26,,66.9
NU,2019,Registered nurses,78.3,19.2,2.4,,88.3,
NU,2019,Respiratory therapists,,,,,,
NU,2019,Specialists,75,25,0,4,75,10.3
NU,2019,Speech–language pathologists,66.7,33.3,0,,66.7,
NU,2020,Audiologists,100,0,0,,,
NU,2020,Dental hygienists,,,,24,100,60.8
NU,2020,Dentists,,,,89,,225.4
NU,2020,Denturists,,,,0,,0
NU,2020,Environmental public health professionals,,,,2,,5.1
NU,2020,Family medicine,76.2,9.5,14.3,21,38.1,53.2
NU,2020,Health information management professionals,,,,2,,5.1
NU,2020,Licensed practical nurses,,,,177,,448.3
NU,2020,Medical laboratory technologists,54.5,18.2,27.3,,57.1,
NU,2020,Medical radiation technologists,88.9,0,11.1,9,62.5,22.8
NU,2020,Midwives,,,,28,,70.9
NU,2020,Nurse practitioners,68.4,31.6,0,,86.1,
NU,2020,Occupational therapists,,,,5,60,
NU,2020,Pharmacists,,,,38,,96.3
NU,2020,Physician assistants,,,,1,,2.5
NU,2020,Physicians,76,12,12,25,44,63.3
NU,2020,Psychologists,,,,30,,76
NU,2020,Registered nurses,74,14.2,11.8,,86.1,
NU,2020,Respiratory therapists,,,,,,
NU,2020,Specialists,75,25,0,4,75,10.1
NU,2020,Speech–language pathologists,66.7,33.3,0,,66.7,
NU,2021,Audiologists,0,0,0,,0,
NU,2021,Dental hygienists,,,,23,,57.4
NU,2021,Dentists,,,,92,,229.5
NU,2021,Denturists,,,,0,,0
NU,2021,Environmental public health professionals,,,,,,
NU,2021,Family medicine,72.2,11.1,16.7,18,44.4,44.9
NU,2021,Health information management professionals,100,0,0,,100,
NU,2021,Licensed practical nurses,,,,240,,598.7
NU,2021,Medical laboratory technologists,,,,,54.5,
NU,2021,Medical radiation technologists,88.9,0,11.1,,75,
NU,2021,Midwives,,,,32,,79.8
NU,2021,Nurse practitioners,74.5,25.5,0,,87.2,
NU,2021,Occupational therapists,,,,7,71.4,
NU,2021,Pharmacists,,,,41,,102.3
NU,2021,Physician assistants,,,,1,100,
NU,2021,Physicians,72.7,13.6,13.6,22,50,54.9
NU,2021,Registered nurses,75,13.3,11.7,,85.9,
NU,2021,Respiratory therapists,,,,,,
NU,2021,Specialists,75,25,0,4,75,10
NU,2021,Speech–language pathologists,100,0,0,,100,
NU,2022,Dental hygienists,,,,22,95.5,54.3
NU,2022,Dentists,,,,96,24,237.1
NU,2022,Denturists,,,,0,,0
NU,2022,Environmental public health professionals,,,,,,
NU,2022,Family medicine,70.8,20.8,8.3,25,48,61.8
NU,2022,Genetic counsellors,0,0,0,0,0,0
NU,2022,Licensed practical nurses,,,,267,88.4,659.5
NU,2022,Medical radiation technologists,100,0,0,,80,
NU,2022,Midwives,,,,30,96.7,74.1
NU,2022,Nurse practitioners,77.3,21.8,0.9,,87.3,
NU,2022,Occupational therapists,75,25,0,,75,
NU,2022,Opticians,,,,,41.7,
NU,2022,Optometrists,,,,9,44.4,22.2
NU,2022,Pharmacists,,,,53,60.4,130.9
NU,2022,Physicians,71.4,21.4,7.1,29,51.7,71.6
NU,2022,Psychologists,,,,36,55.6,88.9
NU,2022,Registered nurses,73.4,14.3,12.3,,86.6,
NU,2022,Respiratory therapists,,,,,,
NU,2022,Specialists,75,25,0,4,75,9.9
NU,2022,Speech–language pathologists,100,0,0,,100,
NU,2023,Audiologists,0,0,0,,0,
NU,2023,Dental hygienists,,,,17,88.2,41.8
NU,2023,Dentists,,,,101,22.8,248.3
NU,2023,Denturists,,,,0,,0
NU,2023,Environmental public health professionals,,,,,,
NU,2023,Family medicine,75,25,0,25,48,61.5
NU,2023,Genetic counsellors,0,0,0,0,0,0
NU,2023,Health information management professionals,66.7,33.3,0,,100,
NU,2023,Licensed practical nurses,,,,316,91.8,776.9
NU,2023,Medical radiation technologists,100,0,0,,80,
NU,2023,Midwives,,,,28,96.4,68.8
NU,2023,Nurse practitioners,80.7,18.5,0.8,,83.2,
NU,2023,Occupational therapists,80,20,0,,80,
NU,2023,Opticians,,,,,40,
NU,2023,Optometrists,,,,12,50,29.5
NU,2023,Pharmacists,,,,47,55.3,115.6
NU,2023,Physician assistants,0,0,0,,0,
NU,2023,Physicians,75,25,0,29,51.7,71.3
NU,2023,Psychologists,,,,35,57.1,86.1
NU,2023,Registered nurses,74.3,14.5,11.2,,86.3,
NU,2023,Respiratory therapists,,,,,,
NU,2023,Specialists,75,25,0,4,75,9.8
NU,2023,Speech–language pathologists,100,0,0,,100,
ON,2019,Audiologists,75.3,9.4,15.3,789,80,5.4
ON,2019,Chiropractors,79.3,13.5,7.2,4626,39.4,31.7
ON,2019,Dental assistants,78.6,4,17.5,4748,99.3,
ON,2019,Dental hygienists,76.1,7.1,16.9,13694,97.5,94
ON,2019,Dentists,73.5,21.3,5.2,10517,40.5,72.2
ON,2019,Denturists,,,,742,,5.1
ON,2019,Dietitians,73.7,7.7,18.5,4188,97.2,28.7
ON,2019,Environmental public health professionals,,,,769,,5.3
ON,2019,Family medicine,67.8,25,7.2,16863,45.9,115.7
ON,2019,Genetic counsellors,,,,162,95.7,1.1
ON,2019,Health information management professionals,76.5,14.3,9.3,2136,89.5,14.7
ON,2019,Licensed practical nurses,71.2,8.5,20.4,52809,90.5,362.4
ON,2019,Medical laboratory technologists,71.2,25.2,3.6,7253,80.2,49.8
ON,2019,Medical physicists,,,,214,29.4,1.5
ON,2019,Medical radiation technologists,73.4,10,16.7,11017,77.9,75.6
ON,2019,Midwives,82.3,4.5,13.2,801,100,5.5
ON,2019,Nurse practitioners,87,10.8,2.1,3451,93.3,23.7
ON,2019,Occupational therapists,78.4,5.7,15.9,6235,91.8,42.8
ON,2019,Opticians,71.7,13.9,14.4,1657,57.4,11.4
ON,2019,Optometrists,76.3,12.3,11.3,2623,56.8,18
ON,2019,Paramedics,72.7,2.6,24.7,8996,35.2,61.7
ON,2019,Pharmacists,76,13.3,10.7,16311,58.1,111.9
ON,2019,Pharmacy technicians,,,,5051,,34.7
ON,2019,Physician assistants,,,,519,,3.6
ON,2019,Physicians,69.6,26.6,3.9,34091,41.4,233.9
ON,2019,Physiotherapists,80.2,8.1,11.8,9532,71.6,65.4
ON,2019,Psychologists,69,30.5,0.5,4001,73.8,27.5
ON,2019,Registered nurses,69.3,16,14.7,103877,92.4,712.8
ON,2019,Regulated nurses,70.3,13.4,16.3,160137,91.8,1098.8
ON,2019,Respiratory therapists,76.9,5,18.1,3446,71.9,23.6
ON,2019,Social workers,70.8,13.2,16.1,19726,86.1,135.4
ON,2019,Specialists,71.3,28.1,0.6,17228,36.9,118.2
ON,2019,Speech–language pathologists,76.6,7.7,15.7,3276,96.8,22.5
ON,2020,Audiologists,75.2,8.7,16.1,793,79.7,5.4
ON,2020,Chiropractors,79.2,13.4,7.4,4699,40,31.8
ON,2020,Dental assistants,74.4,6.3,19.4,,99.5,
ON,2020,Dental hygienists,75.7,5.9,18.5,13500,97.4,91.5
ON,2020,Denturists,,,,721,,4.9
ON,2020,Dietitians,73.9,7.3,18.8,4264,97,28.9
ON,2020,Environmental public health professionals,,,,729,,4.9
ON,2020,Family medicine,69.4,24,6.6,16990,46.8,115.2
ON,2020,Genetic counsellors,,,,175,96.6,1.2
ON,2020,Health information management professionals,,,,2086,,14.1
ON,2020,Licensed practical nurses,71.9,8.3,19.9,54103,90.3,366.5
ON,2020,Medical laboratory technologists,73.3,17.8,8.9,7021,79.2,47.6
ON,2020,Medical physicists,74.6,19,6.3,182,33.1,1.2
ON,2020,Medical radiation technologists,73,9.1,17.8,11084,77.7,75.1
ON,2020,Midwives,83,3.9,13.1,811,99.8,5.5
ON,2020,Nurse practitioners,87,10.8,2.2,3681,93.1,24.9
ON,2020,Occupational therapists,78.2,5.9,16,6328,91.6,42.9
ON,2020,Optometrists,74.6,13.5,11.9,2679,57.8,18.1
ON,2020,Paramedics,71.9,2.7,25.4,9477,36.2,64.2
ON,2020,Pharmacists,77.7,13.5,8.8,16332,58.2,110.6
ON,2020,Pharmacy technicians,,,,5194,,35.2
ON,2020,Physician assistants,,,,506,,3.4
ON,2020,Physicians,70.9,25.6,3.5,33830,42.2,229.2
ON,2020,Physiotherapists,80.3,8.3,11.4,9933,71.1,67.3
ON,2020,Psychologists,69.1,30.5,0.3,4107,74.8,27.8
ON,2020,Registered nurses,69.5,15.5,15.1,104976,92.1,711.1
ON,2020,Regulated nurses,70.7,13,16.4,162760,91.5,1102.6
ON,2020,Respiratory therapists,77.4,4.8,17.8,3513,72.3,23.8
ON,2020,Social workers,72.1,13.8,14,20079,86.5,136
ON,2020,Specialists,72.3,27.2,0.5,16840,37.7,114.1
ON,2020,Speech–language pathologists,76.3,7.3,16.3,3350,96.6,22.7
ON,2021,Audiologists,75.6,9.8,14.6,840,80.1,5.7
ON,2021,Chiropractors,76.9,12,11.1,4792,40.8,32.3
ON,2021,Dental assistants,79.2,6.9,13.9,,98.9,
ON,2021,Dental hygienists,74.9,5.9,19.2,13560,97.3,91.4
ON,2021,Denturists,,,,759,,5.1
ON,2021,Dietitians,75.2,6.8,18,4352,97.1,29.3
ON,2021,Environmental public health professionals,,,,,,
ON,2021,Family medicine,69.3,24.4,6.3,17220,47.3,116
ON,2021,Genetic counsellors,,,,,97.4,
ON,2021,Health information management professionals,79.1,10.6,10.3,,88.2,
ON,2021,Licensed practical nurses,72.8,8.1,19.1,54984,90.2,370.5
ON,2021,Medical laboratory technologists,73.2,17.2,9.6,6939,78.9,46.8
ON,2021,Medical physicists,83.8,4.6,11.5,,30.8,
ON,2021,Medical radiation technologists,73.1,9.9,17,11174,77.3,75.3
ON,2021,Midwives,83.8,3.1,13.1,833,99.6,5.6
ON,2021,Nurse practitioners,86.4,11.7,1.9,3861,92.8,26
ON,2021,Occupational therapists,77.6,5.9,16.4,6559,91.4,44.2
ON,2021,Opticians,69.9,15.4,14.7,1886,57.9,12.7
ON,2021,Optometrists,77.2,15.3,7.5,2756,58.5,18.6
ON,2021,Paramedics,72,2.7,25.3,9997,37.5,67.4
ON,2021,Pharmacists,77.5,13.4,9.1,16768,58.3,113
ON,2021,Pharmacy technicians,,,,5298,,35.7
ON,2021,Physician assistants,,,,,67.5,
ON,2021,Physicians,71.1,25.5,3.4,34860,42.9,234.9
ON,2021,Physiotherapists,80.5,7.9,11.6,10289,70.9,69.3
ON,2021,Psychologists,69.8,29.8,0.4,4242,75.7,28.6
ON,2021,Psychotherapists/counselling therapists,71.5,20.6,7.9,9086,81.7,61.2
ON,2021,Registered nurses,69.6,14.9,15.5,106595,91.8,718.2
ON,2021,Regulated nurses,71.1,12.6,16.4,165440,91.3,1114.6
ON,2021,Respiratory therapists,76,5,19,3630,72.9,24.5
ON,2021,Social workers,72.2,16.2,11.5,22646,86.7,152.6
ON,2021,Specialists,72.9,26.6,0.5,17640,38.5,118.8
ON,2021,Speech–language pathologists,76.1,7.1,16.9,3482,96.8,23.5
ON,2022,Audiologists,75.9,9.2,14.9,867,80.6,5.7
ON,2022,Chiropractors,77.2,11.6,11.2,4878,41,32.2
ON,2022,Dental assistants,80,8,12,,98.7,
ON,2022,Dental hygienists,75.4,7.2,17.4,13960,97.2,92.2
ON,2022,Denturists,,,,776,,5.1
ON,2022,Dietitians,74.9,7,18.1,4456,97,29.4
ON,2022,Environmental public health professionals,,,,,,
ON,2022,Family medicine,69.8,24.5,5.7,17416,47.8,115
ON,2022,Genetic counsellors,,,,,,
ON,2022,Licensed practical nurses,73.1,7.9,19,56595,90.1,373.7
ON,2022,Medical laboratory technologists,73.4,16.2,10.3,6372,78.5,42.1
ON,2022,Medical radiation technologists,72.9,9.6,17.6,11378,77.5,75.1
ON,2022,Midwives,83.9,3.4,12.7,833,98.1,5.5
ON,2022,Nurse practitioners,85.9,11.9,2.2,4135,92.2,27.3
ON,2022,Occupational therapists,77.3,6.1,16.6,6716,91.3,44.3
ON,2022,Opticians,,,,2087,60,13.8
ON,2022,Optometrists,75.8,14,10.2,2816,59.6,18.6
ON,2022,Paramedics,,,,10508,,69.4
ON,2022,Pharmacists,78.1,13.4,8.5,17182,58.4,113.4
ON,2022,Pharmacy technicians,,,,5688,,37.6
ON,2022,Physicians,71.7,25.3,3,35320,43.4,233.2
ON,2022,Physiotherapists,80.3,7.4,12.2,10634,70.4,70.2
ON,2022,Psychologists,71.1,28.6,0.3,4266,76.1,28.2
ON,2022,Psychotherapists/counselling therapists,70,15.6,14.4,11208,82.4,74
ON,2022,Registered nurses,69.8,14.8,15.4,108040,91.5,713.4
ON,2022,Regulated nurses,71.3,12.4,16.3,168770,91,1114.4
ON,2022,Respiratory therapists,76.7,5,18.2,3666,73.2,24.2
ON,2022,Social workers,71.3425419,14.21713131,14.44032679,23757,86.61868081,156.8635892
ON,2022,Specialists,73.6,26,0.3,17904,39.1,118.2
ON,2022,Speech–language pathologists,74.9,7.4,17.8,3575,96.7,23.6
ON,2023,Audiologists,75.7,9.7,14.6,888,80.6,5.7
ON,2023,Chiropractors,76.6,12.3,11.1,4996,41.3,32
ON,2023,Dental assistants,79.4,9.4,11.2,,98.6,
ON,2023,Dental hygienists,76.2,8.4,15.5,14498,96.9,92.9
ON,2023,Dentists,71.4,24.2,4.4,11983,42.5,76.8
ON,2023,Denturists,,,,777,,5
ON,2023,Dietitians,76.4,7.1,16.5,4524,96.8,29
ON,2023,Environmental public health professionals,,,,,,
ON,2023,Family medicine,70.2,24.5,5.2,17178,48.2,110.1
ON,2023,Genetic counsellors,,,,,,
ON,2023,Health information management professionals,78.1,13.7,8.1,,88.3,
ON,2023,Licensed practical nurses,73.3,7.9,18.8,58257,90.1,373.2
ON,2023,Medical laboratory technologists,73.1,16.6,10.4,6367,78.4,40.8
ON,2023,Medical physicists,66.7,18.7,14.7,,37.9,
ON,2023,Medical radiation technologists,72.2,10.2,17.5,11732,77.4,75.2
ON,2023,Midwives,83.1,3.8,13.2,850,98,5.4
ON,2023,Nurse practitioners,85.4,12.2,2.4,4407,91.9,28.2
ON,2023,Occupational therapists,77.3,6.2,16.5,6939,91.3,44.5
ON,2023,Opticians,,,,2219,60.1,14.2
ON,2023,Optometrists,75.2,14.2,10.7,2906,60.5,18.6
ON,2023,Paramedics,,,,11197,,71.7
ON,2023,Pharmacists,78.4,13.6,8,17564,58.6,112.5
ON,2023,Pharmacy technicians,,,,5895,,37.8
ON,2023,Physician assistants,,,,,69.6,
ON,2023,Physicians,72.3,25,2.7,35215,43.7,225.6
ON,2023,Physiotherapists,80.3,7.3,12.5,11105,70,71.1
ON,2023,Psychologists,71.4,28.3,0.3,4455,76.5,28.5
ON,2023,Psychotherapists/counselling therapists,70.3,14.5,15.2,13300,82.9,85.2
ON,2023,Registered nurses,70.4,14.5,15.1,110510,91.1,708
ON,2023,Regulated nurses,71.8,12.2,16,173174,90.8,1109.5
ON,2023,Respiratory therapists,77.4,5.3,17.3,3734,73.8,23.9
ON,2023,Social workers,71.96676577,14.00236224,14.03087199,24563,86.54503991,157.3707029
ON,2023,Specialists,74.4,25.4,0.3,18037,39.5,115.6
ON,2023,Speech–language pathologists,74,7.7,18.3,3703,97,23.7
PE,2019,Audiologists,80,10,10,10,80,6.4
PE,2019,Chiropractors,70,10,20,11,45.5,7.1
PE,2019,Dentists,77.6,19.7,2.6,76,39.5,48.8
PE,2019,Denturists,,,,2,,1.3
PE,2019,Dietitians,76.1,3.3,20.7,92,96.7,59.1
PE,2019,Environmental public health professionals,,,,8,,5.1
PE,2019,Family medicine,61.7,33.1,5.2,176,38.6,113
PE,2019,Genetic counsellors,,,,1,100,0.6
PE,2019,Health information management professionals,72,16,12,25,96,16
PE,2019,Licensed practical nurses,66.3,11.5,22.2,742,90.3,476.3
PE,2019,Medical laboratory technologists,,,,114,77.6,73.2
PE,2019,Medical physicists,,,,6,50,3.9
PE,2019,Medical radiation technologists,77.6,6.1,16.3,108,86,69.3
PE,2019,Nurse practitioners,93,0,7,43,93,27.6
PE,2019,Occupational therapists,75.7,4.3,20,70,88.6,44.9
PE,2019,Opticians,,,,31,58.1,19.9
PE,2019,Optometrists,87,13,0,23,69.6,14.8
PE,2019,Pharmacists,82.3,7.6,10.1,198,66.2,127.1
PE,2019,Pharmacy technicians,,,,72,,46.2
PE,2019,Physician assistants,,,,2,,1.3
PE,2019,Physicians,63.7,33.6,2.7,323,33.1,207.3
PE,2019,Physiotherapists,72.1,7.7,20.2,104,79.8,66.8
PE,2019,Psychologists,74.5,23.6,1.8,55,65.5,35.3
PE,2019,Registered nurses,69.1,15,15.9,1704,95.4,1093.8
PE,2019,Regulated nurses,68.7,13.7,17.6,2489,93.8,1597.6
PE,2019,Respiratory therapists,,,,31,,19.9
PE,2019,Social workers,69.3,16.1,14.6,332,84.6,213.1
PE,2019,Specialists,65.9,34.1,0,147,26.5,94.4
PE,2019,Speech–language pathologists,77.1,10.4,12.5,48,93.8,30.8
PE,2020,Audiologists,80,10,10,10,80,6.3
PE,2020,Chiropractors,,,,17,,10.7
